edge_ratio,inf_prob,act_rate,rec_rate,ds_rate,di_rate,dr_rate,time,s_num,i_num,r_num,num
0.004,0.3,1,0,0.05,0.03,0.05,7,214,172,0,386
0.004,0.3,1,0,0.05,0.03,0.05,7,218,162,0,380
0.004,0.3,1,0,0.05,0.03,0.05,7,285,75,0,360
0.004,0.3,1,0,0.05,0.03,0.05,7,294,86,0,380
0.004,0.3,1,0,0.05,0.03,0.05,7,318,47,0,365
0.004,0.3,1,0,0.05,0.03,0.05,7,311,64,0,375
0.004,0.3,1,0,0.05,0.03,0.05,7,281,87,0,368
0.004,0.3,1,0,0.05,0.03,0.05,7,355,12,0,367
0.004,0.3,1,0,0.05,0.03,0.05,7,257,112,0,369
0.004,0.3,1,0,0.05,0.03,0.05,7,229,144,0,373
0.004,0.3,1,0,0.05,0.03,0.05,7,322,59,0,381
0.004,0.3,1,0,0.05,0.03,0.05,7,232,130,0,362
0.004,0.3,1,0,0.05,0.03,0.05,7,304,77,0,381
0.004,0.3,1,0,0.05,0.03,0.05,7,349,18,0,367
0.004,0.3,1,0,0.05,0.03,0.05,7,204,166,0,370
0.004,0.3,1,0,0.05,0.03,0.05,7,199,173,0,372
0.004,0.3,1,0,0.05,0.13,0.05,7,238,118,0,356
0.004,0.3,1,0,0.05,0.13,0.05,7,264,110,0,374
0.004,0.3,1,0,0.05,0.13,0.05,7,312,55,0,367
0.004,0.3,1,0,0.05,0.13,0.05,7,371,0,0,371
0.004,0.3,1,0,0.05,0.13,0.05,7,299,69,0,368
0.004,0.3,1,0,0.05,0.13,0.05,7,305,62,0,367
0.004,0.3,1,0,0.05,0.13,0.05,7,285,92,0,377
0.004,0.3,1,0,0.05,0.13,0.05,7,265,89,0,354
0.004,0.3,1,0,0.05,0.13,0.05,7,312,32,0,344
0.004,0.3,1,0,0.05,0.13,0.05,7,315,60,0,375
0.004,0.3,1,0,0.05,0.13,0.05,7,384,0,0,384
0.004,0.3,1,0,0.05,0.13,0.05,7,297,75,0,372
0.004,0.3,1,0,0.05,0.13,0.05,7,337,23,0,360
0.004,0.3,1,0,0.05,0.13,0.05,7,371,0,0,371
0.004,0.3,1,0,0.05,0.13,0.05,7,386,0,0,386
0.004,0.3,1,0,0.05,0.13,0.05,7,333,51,0,384
0.004,0.3,1,0,0.05,0.13,0.05,7,356,14,0,370
0.004,0.3,1,0,0.05,0.13,0.05,7,348,19,0,367
0.004,0.3,1,0,0.05,0.13,0.05,7,356,12,0,368
0.004,0.3,1,0,0.05,0.13,0.05,7,310,58,0,368
0.004,0.3,1,0,0.05,0.23,0.05,7,322,38,0,360
0.004,0.3,1,0,0.05,0.23,0.05,7,314,31,0,345
0.004,0.3,1,0,0.05,0.23,0.05,7,362,0,0,362
0.004,0.3,1,0,0.05,0.23,0.05,7,380,0,0,380
0.004,0.3,1,0,0.05,0.23,0.05,7,362,0,0,362
0.004,0.3,1,0,0.05,0.23,0.05,7,347,32,0,379
0.004,0.3,1,0,0.05,0.23,0.05,7,247,110,0,357
0.004,0.3,1,0,0.05,0.23,0.05,7,367,0,0,367
0.004,0.3,1,0,0.05,0.23,0.05,7,361,0,0,361
0.004,0.3,1,0,0.05,0.23,0.05,7,330,37,0,367
0.004,0.3,1,0,0.05,0.23,0.05,7,361,0,0,361
0.004,0.3,1,0,0.05,0.23,0.05,7,372,0,0,372
0.004,0.3,1,0,0.05,0.23,0.05,7,319,31,0,350
0.004,0.3,1,0,0.05,0.23,0.05,7,291,69,0,360
0.004,0.3,1,0,0.05,0.23,0.05,7,379,0,0,379
0.004,0.3,1,0,0.05,0.23,0.05,7,303,59,0,362
0.004,0.3,1,0,0.05,0.23,0.05,7,362,8,0,370
0.004,0.3,1,0,0.05,0.23,0.05,7,352,10,0,362
0.004,0.3,1,0,0.05,0.23,0.05,7,371,0,0,371
0.004,0.3,1,0,0.05,0.23,0.05,7,314,52,0,366
0.004,0.3,1,0.05,0,0.03,0,7,449,48,2,499
0.004,0.3,1,0.05,0,0.03,0,7,462,38,0,500
0.004,0.3,1,0.05,0,0.03,0,7,464,33,1,498
0.004,0.3,1,0.05,0,0.03,0,7,355,135,6,496
0.004,0.3,1,0.05,0,0.03,0,7,367,123,6,496
0.004,0.3,1,0.05,0,0.03,0,7,470,27,2,499
0.004,0.3,1,0.05,0,0.03,0,7,425,71,2,498
0.004,0.3,1,0.05,0,0.03,0,7,479,18,2,499
0.004,0.3,1,0.05,0,0.03,0,7,467,32,1,500
0.004,0.3,1,0.05,0,0.03,0,7,424,73,3,500
0.004,0.3,1,0.05,0,0.03,0,7,448,51,1,500
0.004,0.3,1,0.05,0,0.03,0,7,499,0,1,500
0.004,0.3,1,0.05,0,0.03,0,7,471,26,2,499
0.004,0.3,1,0.05,0,0.03,0,7,352,140,5,497
0.004,0.3,1,0.05,0,0.03,0,7,470,28,1,499
0.004,0.3,1,0.05,0,0.03,0,7,419,78,2,499
0.004,0.3,1,0.05,0,0.03,0,7,479,21,0,500
0.004,0.3,1,0.05,0,0.03,0,7,432,59,4,495
0.004,0.3,1,0.05,0,0.03,0,7,499,0,1,500
0.004,0.3,1,0.05,0,0.03,0,7,474,24,0,498
0.004,0.3,1,0.05,0,0.13,0,7,383,97,3,483
0.004,0.3,1,0.05,0,0.13,0,7,465,31,1,497
0.004,0.3,1,0.05,0,0.13,0,7,489,7,1,497
0.004,0.3,1,0.05,0,0.13,0,7,468,30,2,500
0.004,0.3,1,0.05,0,0.13,0,7,481,18,0,499
0.004,0.3,1,0.05,0,0.13,0,7,484,14,1,499
0.004,0.3,1,0.05,0,0.13,0,7,424,57,4,485
0.004,0.3,1,0.05,0,0.13,0,7,464,32,3,499
0.004,0.3,1,0.05,0,0.13,0,7,499,0,0,499
0.004,0.3,1,0.05,0,0.13,0,7,320,149,7,476
0.004,0.3,1,0.05,0,0.13,0,7,499,0,0,499
0.004,0.3,1,0.05,0,0.13,0,7,446,46,0,492
0.004,0.3,1,0.05,0,0.13,0,7,443,51,1,495
0.004,0.3,1,0.05,0,0.13,0,7,495,0,2,497
0.004,0.3,1,0.05,0,0.13,0,7,448,44,0,492
0.004,0.3,1,0.05,0,0.13,0,7,412,74,5,491
0.004,0.3,1,0.05,0,0.13,0,7,499,0,1,500
0.004,0.3,1,0.05,0,0.13,0,7,488,11,0,499
0.004,0.3,1,0.05,0,0.13,0,7,499,0,0,499
0.004,0.3,1,0.05,0,0.13,0,7,499,0,1,500
0.004,0.3,1,0.05,0,0.23,0,7,493,0,1,494
0.004,0.3,1,0.05,0,0.23,0,7,462,29,0,491
0.004,0.3,1,0.05,0,0.23,0,7,499,0,0,499
0.004,0.3,1,0.05,0,0.23,0,7,499,0,0,499
0.004,0.3,1,0.05,0,0.23,0,7,446,35,7,488
0.004,0.3,1,0.05,0,0.23,0,7,499,0,0,499
0.004,0.3,1,0.05,0,0.23,0,7,495,2,0,497
0.004,0.3,1,0.05,0,0.23,0,7,499,0,0,499
0.004,0.3,1,0.05,0,0.23,0,7,499,0,0,499
0.004,0.3,1,0.05,0,0.23,0,7,499,0,0,499
0.004,0.3,1,0.05,0,0.23,0,7,499,0,0,499
0.004,0.3,1,0.05,0,0.23,0,7,439,46,2,487
0.004,0.3,1,0.05,0,0.23,0,7,499,0,0,499
0.004,0.3,1,0.05,0,0.23,0,7,499,0,0,499
0.004,0.3,1,0.05,0,0.23,0,7,463,32,2,497
0.004,0.3,1,0.05,0,0.23,0,7,499,0,1,500
0.004,0.3,1,0.05,0,0.23,0,7,395,74,5,474
0.004,0.3,1,0.05,0,0.23,0,7,499,0,0,499
0.004,0.3,1,0.05,0,0.23,0,7,499,0,0,499
0.004,0.3,1,0.05,0,0.23,0,7,469,20,2,491
0.004,0.3,1,0.05,0.025,0.03,0.025,7,400,16,1,417
0.004,0.3,1,0.05,0.025,0.03,0.025,7,404,32,1,437
0.004,0.3,1,0.05,0.025,0.03,0.025,7,374,67,5,446
0.004,0.3,1,0.05,0.025,0.03,0.025,7,432,0,0,432
0.004,0.3,1,0.05,0.025,0.03,0.025,7,405,40,3,448
0.004,0.3,1,0.05,0.025,0.03,0.025,7,267,163,7,437
0.004,0.3,1,0.05,0.025,0.03,0.025,7,322,111,7,440
0.004,0.3,1,0.05,0.025,0.03,0.025,7,272,149,6,427
0.004,0.3,1,0.05,0.025,0.03,0.025,7,438,0,1,439
0.004,0.3,1,0.05,0.025,0.03,0.025,7,335,98,4,437
0.004,0.3,1,0.05,0.025,0.03,0.025,7,307,105,2,414
0.004,0.3,1,0.05,0.025,0.03,0.025,7,391,37,3,431
0.004,0.3,1,0.05,0.025,0.03,0.025,7,367,58,4,429
0.004,0.3,1,0.05,0.025,0.03,0.025,7,423,0,0,423
0.004,0.3,1,0.05,0.025,0.03,0.025,7,384,46,2,432
0.004,0.3,1,0.05,0.025,0.03,0.025,7,416,0,1,417
0.004,0.3,1,0.05,0.025,0.03,0.025,7,387,52,0,439
0.004,0.3,1,0.05,0.025,0.03,0.025,7,374,52,2,428
0.004,0.3,1,0.05,0.025,0.03,0.025,7,403,35,4,442
0.004,0.3,1,0.05,0.025,0.03,0.025,7,329,94,6,429
0.004,0.3,1,0.05,0.025,0.13,0.025,7,388,42,3,433
0.004,0.3,1,0.05,0.025,0.13,0.025,7,382,33,3,418
0.004,0.3,1,0.05,0.025,0.13,0.025,7,382,54,4,440
0.004,0.3,1,0.05,0.025,0.13,0.025,7,419,15,1,435
0.004,0.3,1,0.05,0.025,0.13,0.025,7,318,87,11,416
0.004,0.3,1,0.05,0.025,0.13,0.025,7,426,0,0,426
0.004,0.3,1,0.05,0.025,0.13,0.025,7,349,65,3,417
0.004,0.3,1,0.05,0.025,0.13,0.025,7,356,58,7,421
0.004,0.3,1,0.05,0.025,0.13,0.025,7,425,0,0,425
0.004,0.3,1,0.05,0.025,0.13,0.025,7,440,0,0,440
0.004,0.3,1,0.05,0.025,0.13,0.025,7,413,26,1,440
0.004,0.3,1,0.05,0.025,0.13,0.025,7,328,91,3,422
0.004,0.3,1,0.05,0.025,0.13,0.025,7,418,0,1,419
0.004,0.3,1,0.05,0.025,0.13,0.025,7,433,0,0,433
0.004,0.3,1,0.05,0.025,0.13,0.025,7,322,88,5,415
0.004,0.3,1,0.05,0.025,0.13,0.025,7,391,33,0,424
0.004,0.3,1,0.05,0.025,0.13,0.025,7,427,6,1,434
0.004,0.3,1,0.05,0.025,0.13,0.025,7,291,126,3,420
0.004,0.3,1,0.05,0.025,0.13,0.025,7,426,0,0,426
0.004,0.3,1,0.05,0.025,0.13,0.025,7,424,14,0,438
0.004,0.3,1,0.05,0.025,0.23,0.025,7,421,0,0,421
0.004,0.3,1,0.05,0.025,0.23,0.025,7,422,0,1,423
0.004,0.3,1,0.05,0.025,0.23,0.025,7,432,0,0,432
0.004,0.3,1,0.05,0.025,0.23,0.025,7,316,58,6,380
0.004,0.3,1,0.05,0.025,0.23,0.025,7,432,0,0,432
0.004,0.3,1,0.05,0.025,0.23,0.025,7,424,0,0,424
0.004,0.3,1,0.05,0.025,0.23,0.025,7,440,0,0,440
0.004,0.3,1,0.05,0.025,0.23,0.025,7,385,28,5,418
0.004,0.3,1,0.05,0.025,0.23,0.025,7,427,8,0,435
0.004,0.3,1,0.05,0.025,0.23,0.025,7,331,67,6,404
0.004,0.3,1,0.05,0.025,0.23,0.025,7,413,0,1,414
0.004,0.3,1,0.05,0.025,0.23,0.025,7,412,13,1,426
0.004,0.3,1,0.05,0.025,0.23,0.025,7,378,25,2,405
0.004,0.3,1,0.05,0.025,0.23,0.025,7,389,24,2,415
0.004,0.3,1,0.05,0.025,0.23,0.025,7,424,10,3,437
0.004,0.3,1,0.05,0.025,0.23,0.025,7,344,70,3,417
0.004,0.3,1,0.05,0.025,0.23,0.025,7,413,3,1,417
0.004,0.3,1,0.05,0.025,0.23,0.025,7,431,0,0,431
0.004,0.3,1,0.05,0.025,0.23,0.025,7,369,45,2,416
0.004,0.3,1,0.05,0.025,0.23,0.025,7,421,0,0,421
0.004,0.3,1,0.05,0.05,0.03,0.05,7,235,129,6,370
0.004,0.3,1,0.05,0.05,0.03,0.05,7,329,39,4,372
0.004,0.3,1,0.05,0.05,0.03,0.05,7,368,0,0,368
0.004,0.3,1,0.05,0.05,0.03,0.05,7,259,85,3,347
0.004,0.3,1,0.05,0.05,0.03,0.05,7,303,58,0,361
0.004,0.3,1,0.05,0.05,0.03,0.05,7,245,136,8,389
0.004,0.3,1,0.05,0.05,0.03,0.05,7,361,5,2,368
0.004,0.3,1,0.05,0.05,0.03,0.05,7,296,57,1,354
0.004,0.3,1,0.05,0.05,0.03,0.05,7,319,38,3,360
0.004,0.3,1,0.05,0.05,0.03,0.05,7,330,39,2,371
0.004,0.3,1,0.05,0.05,0.03,0.05,7,380,0,2,382
0.004,0.3,1,0.05,0.05,0.03,0.05,7,358,19,5,382
0.004,0.3,1,0.05,0.05,0.03,0.05,7,267,102,3,372
0.004,0.3,1,0.05,0.05,0.03,0.05,7,294,71,1,366
0.004,0.3,1,0.05,0.05,0.03,0.05,7,362,2,1,365
0.004,0.3,1,0.05,0.05,0.03,0.05,7,336,25,3,364
0.004,0.3,1,0.05,0.05,0.03,0.05,7,215,156,4,375
0.004,0.3,1,0.05,0.05,0.03,0.05,7,354,0,0,354
0.004,0.3,1,0.05,0.05,0.03,0.05,7,297,69,3,369
0.004,0.3,1,0.05,0.05,0.03,0.05,7,282,82,6,370
0.004,0.3,1,0.05,0.05,0.13,0.05,7,273,59,3,335
0.004,0.3,1,0.05,0.05,0.13,0.05,7,374,0,0,374
0.004,0.3,1,0.05,0.05,0.13,0.05,7,357,18,0,375
0.004,0.3,1,0.05,0.05,0.13,0.05,7,318,39,1,358
0.004,0.3,1,0.05,0.05,0.13,0.05,7,330,34,1,365
0.004,0.3,1,0.05,0.05,0.13,0.05,7,380,0,0,380
0.004,0.3,1,0.05,0.05,0.13,0.05,7,308,64,2,374
0.004,0.3,1,0.05,0.05,0.13,0.05,7,297,62,2,361
0.004,0.3,1,0.05,0.05,0.13,0.05,7,348,26,3,377
0.004,0.3,1,0.05,0.05,0.13,0.05,7,303,53,3,359
0.004,0.3,1,0.05,0.05,0.13,0.05,7,314,45,2,361
0.004,0.3,1,0.05,0.05,0.13,0.05,7,353,13,0,366
0.004,0.3,1,0.05,0.05,0.13,0.05,7,300,54,6,360
0.004,0.3,1,0.05,0.05,0.13,0.05,7,360,0,0,360
0.004,0.3,1,0.05,0.05,0.13,0.05,7,287,97,5,389
0.004,0.3,1,0.05,0.05,0.13,0.05,7,351,18,0,369
0.004,0.3,1,0.05,0.05,0.13,0.05,7,318,47,2,367
0.004,0.3,1,0.05,0.05,0.13,0.05,7,364,0,0,364
0.004,0.3,1,0.05,0.05,0.13,0.05,7,330,45,1,376
0.004,0.3,1,0.05,0.05,0.13,0.05,7,308,45,3,356
0.004,0.3,1,0.05,0.05,0.23,0.05,7,327,34,0,361
0.004,0.3,1,0.05,0.05,0.23,0.05,7,350,13,2,365
0.004,0.3,1,0.05,0.05,0.23,0.05,7,351,0,0,351
0.004,0.3,1,0.05,0.05,0.23,0.05,7,362,12,0,374
0.004,0.3,1,0.05,0.05,0.23,0.05,7,350,20,0,370
0.004,0.3,1,0.05,0.05,0.23,0.05,7,324,40,1,365
0.004,0.3,1,0.05,0.05,0.23,0.05,7,371,0,0,371
0.004,0.3,1,0.05,0.05,0.23,0.05,7,349,18,1,368
0.004,0.3,1,0.05,0.05,0.23,0.05,7,353,20,0,373
0.004,0.3,1,0.05,0.05,0.23,0.05,7,369,0,0,369
0.004,0.3,1,0.05,0.05,0.23,0.05,7,353,0,0,353
0.004,0.3,1,0.05,0.05,0.23,0.05,7,247,89,2,338
0.004,0.3,1,0.05,0.05,0.23,0.05,7,376,3,0,379
0.004,0.3,1,0.05,0.05,0.23,0.05,7,311,50,2,363
0.004,0.3,1,0.05,0.05,0.23,0.05,7,327,37,1,365
0.004,0.3,1,0.05,0.05,0.23,0.05,7,317,32,1,350
0.004,0.3,1,0.05,0.05,0.23,0.05,7,376,0,0,376
0.004,0.3,1,0.05,0.05,0.23,0.05,7,373,0,0,373
0.004,0.3,1,0.05,0.05,0.23,0.05,7,321,41,2,364
0.004,0.3,1,0.05,0.05,0.23,0.05,7,309,35,2,346
0.004,0.3,1,0.1,0,0.03,0,7,407,79,9,495
0.004,0.3,1,0.1,0,0.03,0,7,494,5,0,499
0.004,0.3,1,0.1,0,0.03,0,7,499,0,1,500
0.004,0.3,1,0.1,0,0.03,0,7,497,2,1,500
0.004,0.3,1,0.1,0,0.03,0,7,459,34,7,500
0.004,0.3,1,0.1,0,0.03,0,7,421,70,6,497
0.004,0.3,1,0.1,0,0.03,0,7,477,16,4,497
0.004,0.3,1,0.1,0,0.03,0,7,499,0,1,500
0.004,0.3,1,0.1,0,0.03,0,7,490,8,1,499
0.004,0.3,1,0.1,0,0.03,0,7,472,23,3,498
0.004,0.3,1,0.1,0,0.03,0,7,433,58,7,498
0.004,0.3,1,0.1,0,0.03,0,7,399,89,10,498
0.004,0.3,1,0.1,0,0.03,0,7,361,114,21,496
0.004,0.3,1,0.1,0,0.03,0,7,434,57,7,498
0.004,0.3,1,0.1,0,0.03,0,7,409,83,7,499
0.004,0.3,1,0.1,0,0.03,0,7,474,24,2,500
0.004,0.3,1,0.1,0,0.03,0,7,433,61,5,499
0.004,0.3,1,0.1,0,0.03,0,7,439,49,10,498
0.004,0.3,1,0.1,0,0.03,0,7,499,0,1,500
0.004,0.3,1,0.1,0,0.03,0,7,351,135,10,496
0.004,0.3,1,0.1,0,0.13,0,7,422,60,8,490
0.004,0.3,1,0.1,0,0.13,0,7,451,39,2,492
0.004,0.3,1,0.1,0,0.13,0,7,499,0,0,499
0.004,0.3,1,0.1,0,0.13,0,7,440,44,9,493
0.004,0.3,1,0.1,0,0.13,0,7,443,46,5,494
0.004,0.3,1,0.1,0,0.13,0,7,463,25,5,493
0.004,0.3,1,0.1,0,0.13,0,7,492,8,0,500
0.004,0.3,1,0.1,0,0.13,0,7,442,45,7,494
0.004,0.3,1,0.1,0,0.13,0,7,417,67,7,491
0.004,0.3,1,0.1,0,0.13,0,7,440,44,6,490
0.004,0.3,1,0.1,0,0.13,0,7,432,46,8,486
0.004,0.3,1,0.1,0,0.13,0,7,451,35,3,489
0.004,0.3,1,0.1,0,0.13,0,7,484,15,1,500
0.004,0.3,1,0.1,0,0.13,0,7,498,0,2,500
0.004,0.3,1,0.1,0,0.13,0,7,496,2,2,500
0.004,0.3,1,0.1,0,0.13,0,7,487,7,4,498
0.004,0.3,1,0.1,0,0.13,0,7,498,0,1,499
0.004,0.3,1,0.1,0,0.13,0,7,494,2,1,497
0.004,0.3,1,0.1,0,0.13,0,7,442,38,11,491
0.004,0.3,1,0.1,0,0.13,0,7,466,22,7,495
0.004,0.3,1,0.1,0,0.23,0,7,462,26,4,492
0.004,0.3,1,0.1,0,0.23,0,7,458,29,3,490
0.004,0.3,1,0.1,0,0.23,0,7,474,16,3,493
0.004,0.3,1,0.1,0,0.23,0,7,490,2,1,493
0.004,0.3,1,0.1,0,0.23,0,7,499,0,1,500
0.004,0.3,1,0.1,0,0.23,0,7,495,2,1,498
0.004,0.3,1,0.1,0,0.23,0,7,471,18,4,493
0.004,0.3,1,0.1,0,0.23,0,7,482,12,2,496
0.004,0.3,1,0.1,0,0.23,0,7,474,15,1,490
0.004,0.3,1,0.1,0,0.23,0,7,499,0,0,499
0.004,0.3,1,0.1,0,0.23,0,7,499,0,0,499
0.004,0.3,1,0.1,0,0.23,0,7,477,14,2,493
0.004,0.3,1,0.1,0,0.23,0,7,499,0,0,499
0.004,0.3,1,0.1,0,0.23,0,7,499,0,1,500
0.004,0.3,1,0.1,0,0.23,0,7,468,26,0,494
0.004,0.3,1,0.1,0,0.23,0,7,480,13,0,493
0.004,0.3,1,0.1,0,0.23,0,7,487,7,0,494
0.004,0.3,1,0.1,0,0.23,0,7,481,6,0,487
0.004,0.3,1,0.1,0,0.23,0,7,471,16,3,490
0.004,0.3,1,0.1,0,0.23,0,7,460,21,3,484
0.004,0.3,1,0.1,0.025,0.03,0.025,7,419,18,1,438
0.004,0.3,1,0.1,0.025,0.03,0.025,7,410,27,4,441
0.004,0.3,1,0.1,0.025,0.03,0.025,7,413,15,3,431
0.004,0.3,1,0.1,0.025,0.03,0.025,7,336,89,6,431
0.004,0.3,1,0.1,0.025,0.03,0.025,7,362,58,5,425
0.004,0.3,1,0.1,0.025,0.03,0.025,7,431,0,2,433
0.004,0.3,1,0.1,0.025,0.03,0.025,7,428,0,1,429
0.004,0.3,1,0.1,0.025,0.03,0.025,7,383,50,0,433
0.004,0.3,1,0.1,0.025,0.03,0.025,7,431,0,1,432
0.004,0.3,1,0.1,0.025,0.03,0.025,7,426,0,1,427
0.004,0.3,1,0.1,0.025,0.03,0.025,7,412,11,2,425
0.004,0.3,1,0.1,0.025,0.03,0.025,7,406,19,3,428
0.004,0.3,1,0.1,0.025,0.03,0.025,7,447,0,1,448
0.004,0.3,1,0.1,0.025,0.03,0.025,7,409,0,1,410
0.004,0.3,1,0.1,0.025,0.03,0.025,7,365,66,3,434
0.004,0.3,1,0.1,0.025,0.03,0.025,7,398,25,1,424
0.004,0.3,1,0.1,0.025,0.03,0.025,7,401,19,5,425
0.004,0.3,1,0.1,0.025,0.03,0.025,7,351,68,7,426
0.004,0.3,1,0.1,0.025,0.03,0.025,7,390,33,3,426
0.004,0.3,1,0.1,0.025,0.03,0.025,7,396,30,5,431
0.004,0.3,1,0.1,0.025,0.13,0.025,7,427,0,0,427
0.004,0.3,1,0.1,0.025,0.13,0.025,7,417,22,3,442
0.004,0.3,1,0.1,0.025,0.13,0.025,7,435,0,0,435
0.004,0.3,1,0.1,0.025,0.13,0.025,7,389,29,3,421
0.004,0.3,1,0.1,0.025,0.13,0.025,7,430,0,1,431
0.004,0.3,1,0.1,0.025,0.13,0.025,7,433,0,1,434
0.004,0.3,1,0.1,0.025,0.13,0.025,7,414,14,2,430
0.004,0.3,1,0.1,0.025,0.13,0.025,7,420,0,1,421
0.004,0.3,1,0.1,0.025,0.13,0.025,7,409,3,1,413
0.004,0.3,1,0.1,0.025,0.13,0.025,7,402,18,1,421
0.004,0.3,1,0.1,0.025,0.13,0.025,7,424,0,0,424
0.004,0.3,1,0.1,0.025,0.13,0.025,7,412,0,0,412
0.004,0.3,1,0.1,0.025,0.13,0.025,7,396,18,2,416
0.004,0.3,1,0.1,0.025,0.13,0.025,7,438,0,1,439
0.004,0.3,1,0.1,0.025,0.13,0.025,7,420,0,1,421
0.004,0.3,1,0.1,0.025,0.13,0.025,7,371,52,5,428
0.004,0.3,1,0.1,0.025,0.13,0.025,7,388,44,2,434
0.004,0.3,1,0.1,0.025,0.13,0.025,7,441,0,0,441
0.004,0.3,1,0.1,0.025,0.13,0.025,7,410,18,1,429
0.004,0.3,1,0.1,0.025,0.13,0.025,7,420,0,0,420
0.004,0.3,1,0.1,0.025,0.23,0.025,7,432,0,1,433
0.004,0.3,1,0.1,0.025,0.23,0.025,7,427,0,0,427
0.004,0.3,1,0.1,0.025,0.23,0.025,7,430,0,0,430
0.004,0.3,1,0.1,0.025,0.23,0.025,7,363,46,6,415
0.004,0.3,1,0.1,0.025,0.23,0.025,7,425,0,4,429
0.004,0.3,1,0.1,0.025,0.23,0.025,7,407,15,4,426
0.004,0.3,1,0.1,0.025,0.23,0.025,7,443,0,1,444
0.004,0.3,1,0.1,0.025,0.23,0.025,7,423,0,0,423
0.004,0.3,1,0.1,0.025,0.23,0.025,7,392,29,4,425
0.004,0.3,1,0.1,0.025,0.23,0.025,7,436,0,0,436
0.004,0.3,1,0.1,0.025,0.23,0.025,7,381,35,5,421
0.004,0.3,1,0.1,0.025,0.23,0.025,7,378,34,8,420
0.004,0.3,1,0.1,0.025,0.23,0.025,7,423,0,0,423
0.004,0.3,1,0.1,0.025,0.23,0.025,7,413,12,2,427
0.004,0.3,1,0.1,0.025,0.23,0.025,7,379,33,8,420
0.004,0.3,1,0.1,0.025,0.23,0.025,7,416,0,0,416
0.004,0.3,1,0.1,0.025,0.23,0.025,7,337,69,5,411
0.004,0.3,1,0.1,0.025,0.23,0.025,7,402,21,6,429
0.004,0.3,1,0.1,0.025,0.23,0.025,7,413,0,0,413
0.004,0.3,1,0.1,0.025,0.23,0.025,7,437,0,0,437
0.004,0.3,1,0.1,0.05,0.03,0.05,7,345,24,3,372
0.004,0.3,1,0.1,0.05,0.03,0.05,7,365,12,2,379
0.004,0.3,1,0.1,0.05,0.03,0.05,7,343,13,2,358
0.004,0.3,1,0.1,0.05,0.03,0.05,7,321,37,5,363
0.004,0.3,1,0.1,0.05,0.03,0.05,7,326,19,4,349
0.004,0.3,1,0.1,0.05,0.03,0.05,7,337,48,0,385
0.004,0.3,1,0.1,0.05,0.03,0.05,7,364,0,0,364
0.004,0.3,1,0.1,0.05,0.03,0.05,7,370,3,2,375
0.004,0.3,1,0.1,0.05,0.03,0.05,7,303,47,5,355
0.004,0.3,1,0.1,0.05,0.03,0.05,7,373,8,0,381
0.004,0.3,1,0.1,0.05,0.03,0.05,7,317,50,5,372
0.004,0.3,1,0.1,0.05,0.03,0.05,7,296,65,6,367
0.004,0.3,1,0.1,0.05,0.03,0.05,7,365,0,1,366
0.004,0.3,1,0.1,0.05,0.03,0.05,7,313,43,4,360
0.004,0.3,1,0.1,0.05,0.03,0.05,7,276,87,6,369
0.004,0.3,1,0.1,0.05,0.03,0.05,7,355,0,0,355
0.004,0.3,1,0.1,0.05,0.03,0.05,7,298,50,3,351
0.004,0.3,1,0.1,0.05,0.03,0.05,7,260,110,5,375
0.004,0.3,1,0.1,0.05,0.03,0.05,7,370,4,0,374
0.004,0.3,1,0.1,0.05,0.03,0.05,7,318,49,1,368
0.004,0.3,1,0.1,0.05,0.13,0.05,7,332,30,3,365
0.004,0.3,1,0.1,0.05,0.13,0.05,7,330,35,10,375
0.004,0.3,1,0.1,0.05,0.13,0.05,7,357,0,1,358
0.004,0.3,1,0.1,0.05,0.13,0.05,7,260,75,6,341
0.004,0.3,1,0.1,0.05,0.13,0.05,7,362,0,0,362
0.004,0.3,1,0.1,0.05,0.13,0.05,7,339,14,3,356
0.004,0.3,1,0.1,0.05,0.13,0.05,7,362,0,0,362
0.004,0.3,1,0.1,0.05,0.13,0.05,7,352,0,1,353
0.004,0.3,1,0.1,0.05,0.13,0.05,7,356,13,1,370
0.004,0.3,1,0.1,0.05,0.13,0.05,7,313,49,1,363
0.004,0.3,1,0.1,0.05,0.13,0.05,7,301,45,6,352
0.004,0.3,1,0.1,0.05,0.13,0.05,7,347,26,1,374
0.004,0.3,1,0.1,0.05,0.13,0.05,7,355,0,0,355
0.004,0.3,1,0.1,0.05,0.13,0.05,7,340,18,2,360
0.004,0.3,1,0.1,0.05,0.13,0.05,7,321,35,4,360
0.004,0.3,1,0.1,0.05,0.13,0.05,7,369,5,2,376
0.004,0.3,1,0.1,0.05,0.13,0.05,7,295,62,5,362
0.004,0.3,1,0.1,0.05,0.13,0.05,7,275,84,9,368
0.004,0.3,1,0.1,0.05,0.13,0.05,7,368,9,1,378
0.004,0.3,1,0.1,0.05,0.13,0.05,7,334,10,4,348
0.004,0.3,1,0.1,0.05,0.23,0.05,7,304,40,4,348
0.004,0.3,1,0.1,0.05,0.23,0.05,7,329,40,6,375
0.004,0.3,1,0.1,0.05,0.23,0.05,7,353,0,0,353
0.004,0.3,1,0.1,0.05,0.23,0.05,7,356,0,0,356
0.004,0.3,1,0.1,0.05,0.23,0.05,7,330,0,0,330
0.004,0.3,1,0.1,0.05,0.23,0.05,7,357,0,0,357
0.004,0.3,1,0.1,0.05,0.23,0.05,7,381,0,0,381
